full_text,word_idx,word,logprob
bent knees but not kneeling arms out both feet on floor,4,kneeling,-7.836721420288086
bent knees but not kneeling arms out both feet on floor,5,arms,-8.8406982421875
bent knees but not kneeling arms out both feet on floor,6,out,-3.4203996658325195
bent knees but not kneeling arms out both feet on floor,7,both,-8.338563919067383
bent knees but not kneeling arms out both feet on floor,8,feet,-5.803902626037598
bent knees but not kneeling arms out both feet on floor,9,on,-1.6723469495773315
bent knees but not kneeling arms out both feet on floor,10,floor,-1.4463624954223633
flying person no legs flat body both arms in air,0,flying,-14.122793197631836
flying person no legs flat body both arms in air,1,person,-10.802125930786133
flying person no legs flat body both arms in air,2,no,-8.488981246948242
flying person no legs flat body both arms in air,3,legs,-4.555509090423584
flying person no legs flat body both arms in air,4,flat,-8.753647804260254
flying person no legs flat body both arms in air,5,body,-4.632169723510742
flying person no legs flat body both arms in air,6,both,-10.613162994384766
flying person no legs flat body both arms in air,7,arms,-1.193709135055542
flying person no legs flat body both arms in air,8,in,-3.6611111164093018
flying person no legs flat body both arms in air,9,air,-1.7998861074447632
sitting down with no feet showing legs to one side no arms,0,sitting,-14.883270263671875
sitting down with no feet showing legs to one side no arms,1,down,-3.7973384857177734
sitting down with no feet showing legs to one side no arms,2,with,-2.182957887649536
sitting down with no feet showing legs to one side no arms,3,no,-7.547972202301025
sitting down with no feet showing legs to one side no arms,4,feet,-5.942389965057373
sitting down with no feet showing legs to one side no arms,5,showing,-7.202338218688965
sitting down with no feet showing legs to one side no arms,6,legs,-8.979313850402832
sitting down with no feet showing legs to one side no arms,7,to,-4.827121734619141
sitting down with no feet showing legs to one side no arms,8,one,-5.865222930908203
sitting down with no feet showing legs to one side no arms,9,side,-0.20575083792209625
sitting down with no feet showing legs to one side no arms,10,no,-5.142642498016357
sitting down with no feet showing legs to one side no arms,11,arms,-3.435746431350708
rabbit ears guy,0,rabbit,-14.716804504394531
rabbit ears guy,1,ears,-4.387646675109863
rabbit ears guy,2,guy,-8.960758209228516
square body shape guy,0,square,-12.806648254394531
square body shape guy,1,body,-8.447011947631836
square body shape guy,2,shape,-5.630936622619629
square body shape guy,3,guy,-8.057546615600586
person holding a tray upside down top hat,0,person,-12.541023254394531
person holding a tray upside down top hat,1,holding,-4.351373672485352
person holding a tray upside down top hat,2,a,-1.2135131359100342
person holding a tray upside down top hat,3,tray,-6.73750114440918
person holding a tray upside down top hat,4,upside,-12.00028133392334
person holding a tray upside down top hat,5,down,-0.05281536653637886
person holding a tray upside down top hat,6,top,-9.666055679321289
person holding a tray upside down top hat,7,hat,-5.525539398193359
puking a triangle guy,0,puking,-20.658475875854492
puking a triangle guy,1,a,-5.728808403015137
puking a triangle guy,2,triangle,-9.286901473999023
puking a triangle guy,3,guy,-8.707379341125488
slouchy guy,0,slouchy,-19.695400834083557
slouchy guy,1,guy,-8.428114891052246
zombie!,0,zombie!,-23.38374090194702
ice skater,0,ice,-13.580085754394531
ice skater,1,skater,-8.225717782974243
sitting down no arms showing legs to one side the bb,0,sitting,-14.883270263671875
sitting down no arms showing legs to one side the bb,1,down,-3.7973384857177734
sitting down no arms showing legs to one side the bb,2,no,-8.495457649230957
sitting down no arms showing legs to one side the bb,3,arms,-8.100812911987305
sitting down no arms showing legs to one side the bb,4,showing,-8.284460067749023
sitting down no arms showing legs to one side the bb,5,legs,-5.902960300445557
sitting down no arms showing legs to one side the bb,6,to,-4.636754512786865
sitting down no arms showing legs to one side the bb,7,one,-5.029198169708252
sitting down no arms showing legs to one side the bb,8,side,-0.09457571059465408
sitting down no arms showing legs to one side the bb,9,the,-5.06783390045166
sitting down no arms showing legs to one side the bb,10,bb,-12.898689270019531
knees bent but still standing,0,knees,-17.345833778381348
knees bent but still standing,1,bent,-4.800908088684082
knees bent but still standing,2,but,-5.662210941314697
knees bent but still standing,3,still,-3.3577914237976074
knees bent but still standing,4,standing,-3.350602865219116
kung fu guy,0,kung,-16.252083778381348
kung fu guy,1,fu,-1.327892780303955
kung fu guy,2,guy,-7.362994194030762
kneeling with feet up and arms out head up,0,kneeling,-17.15237820148468
kneeling with feet up and arms out head up,1,with,-4.122791767120361
kneeling with feet up and arms out head up,2,feet,-5.494905471801758
kneeling with feet up and arms out head up,3,up,-4.831766128540039
kneeling with feet up and arms out head up,4,and,-3.272692918777466
kneeling with feet up and arms out head up,5,arms,-2.611462116241455
kneeling with feet up and arms out head up,6,out,-1.5920757055282593
kneeling with feet up and arms out head up,7,head,-8.78778076171875
kneeling with feet up and arms out head up,8,up,-2.4395198822021484
the flying ghost meme,0,the,-8.275398254394531
the flying ghost meme,1,flying,-9.771188735961914
the flying ghost meme,2,ghost,-8.159972190856934
the flying ghost meme,3,meme,-10.27676010131836
the beggar in a hoodie,0,the,-8.275398254394531
the beggar in a hoodie,1,beggar,-12.274913549423218
the beggar in a hoodie,2,in,-3.544264793395996
the beggar in a hoodie,3,a,-3.6411514282226562
the beggar in a hoodie,4,hoodie,-8.192010879516602
rabbit ears guy,0,rabbit,-14.716804504394531
rabbit ears guy,1,ears,-4.387646675109863
rabbit ears guy,2,guy,-8.960758209228516
puking a triangle,0,puking,-20.658475875854492
puking a triangle,1,a,-5.728808403015137
puking a triangle,2,triangle,-9.286901473999023
square body guy,0,square,-12.806648254394531
square body guy,1,body,-8.447011947631836
square body guy,2,guy,-8.474686622619629
s shaped guy,0,s,-8.837898254394531
s shaped guy,1,shaped,-11.607872009277344
s shaped guy,2,guy,-9.797908782958984
the flying ghost,0,the,-8.275398254394531
the flying ghost,1,flying,-9.771188735961914
the flying ghost,2,ghost,-8.159972190856934
zombie,0,zombie,-15.537318706512451
bean bag guy,0,bean,-14.662117004394531
bean bag guy,1,bag,-3.0197787284851074
bean bag guy,2,guy,-8.600321769714355
ice skater,0,ice,-13.580085754394531
ice skater,1,skater,-8.225717782974243
sitting down with no arms legs to one side,0,sitting,-14.883270263671875
sitting down with no arms legs to one side,1,down,-3.7973384857177734
sitting down with no arms legs to one side,2,with,-2.182957887649536
sitting down with no arms legs to one side,3,no,-7.547972202301025
sitting down with no arms legs to one side,4,arms,-5.629889965057373
sitting down with no arms legs to one side,5,legs,-7.335452079772949
sitting down with no arms legs to one side,6,to,-4.863532543182373
sitting down with no arms legs to one side,7,one,-7.665124893188477
sitting down with no arms legs to one side,8,side,-0.6481150984764099
kung fu yoga expert,0,kung,-16.252083778381348
kung fu yoga expert,1,fu,-1.327892780303955
kung fu yoga expert,2,yoga,-5.394244194030762
kung fu yoga expert,3,expert,-11.3335599899292
upside down top hat,0,upside,-16.39357566833496
upside down top hat,1,down,-0.4452798366546631
upside down top hat,2,top,-7.303258895874023
upside down top hat,3,hat,-3.884955883026123
upside down top hat,0,upside,-16.39357566833496
upside down top hat,1,down,-0.4452798366546631
upside down top hat,2,top,-7.303258895874023
upside down top hat,3,hat,-3.884955883026123
kung fu yoga guy again,0,kung,-16.252083778381348
kung fu yoga guy again,1,fu,-1.327892780303955
kung fu yoga guy again,2,yoga,-5.394244194030762
kung fu yoga guy again,3,guy,-9.6226224899292
kung fu yoga guy again,4,again,-7.604254722595215
rabbit ears,0,rabbit,-14.716804504394531
rabbit ears,1,ears,-4.387646675109863
bean bag guy,0,bean,-14.662117004394531
bean bag guy,1,bag,-3.0197787284851074
bean bag guy,2,guy,-8.600321769714355
ice skater,0,ice,-13.580085754394531
ice skater,1,skater,-8.225717782974243
s shape guy,0,s,-8.837898254394531
s shape guy,1,shape,-11.826622009277344
s shape guy,2,guy,-10.633858680725098
halloween time zombie,0,halloween,-14.709396362304688
halloween time zombie,1,time,-7.146292686462402
halloween time zombie,2,zombie,-11.37341594696045
sitting no arms and legs to one side I will call them Kevin,0,sitting,-14.883270263671875
sitting no arms and legs to one side I will call them Kevin,1,no,-8.016088485717773
sitting no arms and legs to one side I will call them Kevin,2,arms,-7.812320709228516
sitting no arms and legs to one side I will call them Kevin,3,and,-2.8270750045776367
sitting no arms and legs to one side I will call them Kevin,4,legs,-0.9494761824607849
sitting no arms and legs to one side I will call them Kevin,5,to,-5.116138458251953
sitting no arms and legs to one side I will call them Kevin,6,one,-7.55291748046875
sitting no arms and legs to one side I will call them Kevin,7,side,-0.6681715846061707
sitting no arms and legs to one side I will call them Kevin,8,I,-5.6891889572143555
sitting no arms and legs to one side I will call them Kevin,9,will,-4.455821514129639
sitting no arms and legs to one side I will call them Kevin,10,call,-5.457366466522217
sitting no arms and legs to one side I will call them Kevin,11,them,-4.148825645446777
sitting no arms and legs to one side I will call them Kevin,12,Kevin,-9.895791053771973
the beggar,0,the,-8.275398254394531
the beggar,1,beggar,-12.274913549423218
square shape body guy,0,square,-12.806648254394531
square shape body guy,1,shape,-6.915762424468994
square shape body guy,2,body,-7.963268756866455
square shape body guy,3,guy,-10.554191589355469
puking a triangle guy,0,puking,-20.658475875854492
puking a triangle guy,1,a,-5.728808403015137
puking a triangle guy,2,triangle,-9.286901473999023
puking a triangle guy,3,guy,-8.707379341125488
the flying ghost,0,the,-8.275398254394531
the flying ghost,1,flying,-9.771188735961914
the flying ghost,2,ghost,-8.159972190856934
s shape guy,0,s,-8.837898254394531
s shape guy,1,shape,-11.826622009277344
s shape guy,2,guy,-10.633858680725098
ice skater,0,ice,-13.580085754394531
ice skater,1,skater,-8.225717782974243
upside down top hat,0,upside,-16.39357566833496
upside down top hat,1,down,-0.4452798366546631
upside down top hat,2,top,-7.303258895874023
upside down top hat,3,hat,-3.884955883026123
rabbit ears,0,rabbit,-14.716804504394531
rabbit ears,1,ears,-4.387646675109863
kung fu yoga guy,0,kung,-16.252083778381348
kung fu yoga guy,1,fu,-1.327892780303955
kung fu yoga guy,2,yoga,-5.394244194030762
kung fu yoga guy,3,guy,-9.6226224899292
beggar,0,beggar,-17.385101079940796
zombie,0,zombie,-15.537318706512451
flying ghost,0,flying,-14.122793197631836
flying ghost,1,ghost,-9.286500930786133
puking a triangle,0,puking,-20.658475875854492
puking a triangle,1,a,-5.728808403015137
puking a triangle,2,triangle,-9.286901473999023
bean bag guy,0,bean,-14.662117004394531
bean bag guy,1,bag,-3.0197787284851074
bean bag guy,2,guy,-8.600321769714355
square shape body guy,0,square,-12.806648254394531
square shape body guy,1,shape,-6.915762424468994
square shape body guy,2,body,-7.963268756866455
square shape body guy,3,guy,-10.554191589355469
kevin the baby,0,kevin,-13.860992789268494
kevin the baby,1,the,-6.578949451446533
kevin the baby,2,baby,-5.655822277069092
"looks like a person leaning back, with head forward except there is a small triangle in the back not the one that clearly looks like a person, sorry! no legs left hmm, top i'd say, though leaning forward",0,looks,-13.869148254394531
"looks like a person leaning back, with head forward except there is a small triangle in the back not the one that clearly looks like a person, sorry! no legs left hmm, top i'd say, though leaning forward",1,like,-0.6681022047996521
"looks like a person leaning back, with head forward except there is a small triangle in the back not the one that clearly looks like a person, sorry! no legs left hmm, top i'd say, though leaning forward",2,a,-1.7551536560058594
"looks like a person leaning back, with head forward except there is a small triangle in the back not the one that clearly looks like a person, sorry! no legs left hmm, top i'd say, though leaning forward",3,person,-7.166835784912109
"looks like a person leaning back, with head forward except there is a small triangle in the back not the one that clearly looks like a person, sorry! no legs left hmm, top i'd say, though leaning forward",4,leaning,-7.18507719039917
"looks like a person leaning back, with head forward except there is a small triangle in the back not the one that clearly looks like a person, sorry! no legs left hmm, top i'd say, though leaning forward",5,"back,",-6.043103933334351
"looks like a person leaning back, with head forward except there is a small triangle in the back not the one that clearly looks like a person, sorry! no legs left hmm, top i'd say, though leaning forward",6,with,-2.0673422813415527
"looks like a person leaning back, with head forward except there is a small triangle in the back not the one that clearly looks like a person, sorry! no legs left hmm, top i'd say, though leaning forward",7,head,-4.529897689819336
"looks like a person leaning back, with head forward except there is a small triangle in the back not the one that clearly looks like a person, sorry! no legs left hmm, top i'd say, though leaning forward",8,forward,-4.980997085571289
"looks like a person leaning back, with head forward except there is a small triangle in the back not the one that clearly looks like a person, sorry! no legs left hmm, top i'd say, though leaning forward",9,except,-10.494516372680664
"looks like a person leaning back, with head forward except there is a small triangle in the back not the one that clearly looks like a person, sorry! no legs left hmm, top i'd say, though leaning forward",10,there,-4.405032157897949
"looks like a person leaning back, with head forward except there is a small triangle in the back not the one that clearly looks like a person, sorry! no legs left hmm, top i'd say, though leaning forward",11,is,-0.5000116229057312
"looks like a person leaning back, with head forward except there is a small triangle in the back not the one that clearly looks like a person, sorry! no legs left hmm, top i'd say, though leaning forward",12,a,-1.0576094388961792
"looks like a person leaning back, with head forward except there is a small triangle in the back not the one that clearly looks like a person, sorry! no legs left hmm, top i'd say, though leaning forward",13,small,-3.9076812267303467
"looks like a person leaning back, with head forward except there is a small triangle in the back not the one that clearly looks like a person, sorry! no legs left hmm, top i'd say, though leaning forward",14,triangle,-4.000174522399902
"looks like a person leaning back, with head forward except there is a small triangle in the back not the one that clearly looks like a person, sorry! no legs left hmm, top i'd say, though leaning forward",15,in,-2.2977895736694336
"looks like a person leaning back, with head forward except there is a small triangle in the back not the one that clearly looks like a person, sorry! no legs left hmm, top i'd say, though leaning forward",16,the,-0.4646771550178528
"looks like a person leaning back, with head forward except there is a small triangle in the back not the one that clearly looks like a person, sorry! no legs left hmm, top i'd say, though leaning forward",17,back,-3.0877835750579834
"looks like a person leaning back, with head forward except there is a small triangle in the back not the one that clearly looks like a person, sorry! no legs left hmm, top i'd say, though leaning forward",18,not,-7.488945007324219
"looks like a person leaning back, with head forward except there is a small triangle in the back not the one that clearly looks like a person, sorry! no legs left hmm, top i'd say, though leaning forward",19,the,-3.162074089050293
"looks like a person leaning back, with head forward except there is a small triangle in the back not the one that clearly looks like a person, sorry! no legs left hmm, top i'd say, though leaning forward",20,one,-6.360722064971924
"looks like a person leaning back, with head forward except there is a small triangle in the back not the one that clearly looks like a person, sorry! no legs left hmm, top i'd say, though leaning forward",21,that,-2.404186248779297
"looks like a person leaning back, with head forward except there is a small triangle in the back not the one that clearly looks like a person, sorry! no legs left hmm, top i'd say, though leaning forward",22,clearly,-9.764345169067383
"looks like a person leaning back, with head forward except there is a small triangle in the back not the one that clearly looks like a person, sorry! no legs left hmm, top i'd say, though leaning forward",23,looks,-3.024184226989746
"looks like a person leaning back, with head forward except there is a small triangle in the back not the one that clearly looks like a person, sorry! no legs left hmm, top i'd say, though leaning forward",24,like,-0.06377273052930832
"looks like a person leaning back, with head forward except there is a small triangle in the back not the one that clearly looks like a person, sorry! no legs left hmm, top i'd say, though leaning forward",25,a,-0.3239014148712158
"looks like a person leaning back, with head forward except there is a small triangle in the back not the one that clearly looks like a person, sorry! no legs left hmm, top i'd say, though leaning forward",26,"person,",-4.179096221923828
"looks like a person leaning back, with head forward except there is a small triangle in the back not the one that clearly looks like a person, sorry! no legs left hmm, top i'd say, though leaning forward",27,sorry!,-11.531429290771484
"looks like a person leaning back, with head forward except there is a small triangle in the back not the one that clearly looks like a person, sorry! no legs left hmm, top i'd say, though leaning forward",28,no,-5.731402397155762
"looks like a person leaning back, with head forward except there is a small triangle in the back not the one that clearly looks like a person, sorry! no legs left hmm, top i'd say, though leaning forward",29,legs,-7.6078925132751465
"looks like a person leaning back, with head forward except there is a small triangle in the back not the one that clearly looks like a person, sorry! no legs left hmm, top i'd say, though leaning forward",30,left,-7.082193851470947
"looks like a person leaning back, with head forward except there is a small triangle in the back not the one that clearly looks like a person, sorry! no legs left hmm, top i'd say, though leaning forward",31,"hmm,",-12.94939661026001
"looks like a person leaning back, with head forward except there is a small triangle in the back not the one that clearly looks like a person, sorry! no legs left hmm, top i'd say, though leaning forward",32,top,-8.603691101074219
"looks like a person leaning back, with head forward except there is a small triangle in the back not the one that clearly looks like a person, sorry! no legs left hmm, top i'd say, though leaning forward",33,i'd,-13.029421329498291
"looks like a person leaning back, with head forward except there is a small triangle in the back not the one that clearly looks like a person, sorry! no legs left hmm, top i'd say, though leaning forward",34,"say,",-3.125125527381897
"looks like a person leaning back, with head forward except there is a small triangle in the back not the one that clearly looks like a person, sorry! no legs left hmm, top i'd say, though leaning forward",35,though,-5.50502872467041
"looks like a person leaning back, with head forward except there is a small triangle in the back not the one that clearly looks like a person, sorry! no legs left hmm, top i'd say, though leaning forward",36,leaning,-6.665374279022217
"looks like a person leaning back, with head forward except there is a small triangle in the back not the one that clearly looks like a person, sorry! no legs left hmm, top i'd say, though leaning forward",37,forward,-1.5807409286499023
"ohh man i biffed the last one okay, this guy totally looks like a speaker standing at a podium holding a book, maybe wearing a robe feet to the left, book to the left facing the left i wouldn't say he's wearing a hat",0,ohh,-16.136730194091797
"ohh man i biffed the last one okay, this guy totally looks like a speaker standing at a podium holding a book, maybe wearing a robe feet to the left, book to the left facing the left i wouldn't say he's wearing a hat",1,man,-4.2618608474731445
"ohh man i biffed the last one okay, this guy totally looks like a speaker standing at a podium holding a book, maybe wearing a robe feet to the left, book to the left facing the left i wouldn't say he's wearing a hat",2,i,-2.544881820678711
"ohh man i biffed the last one okay, this guy totally looks like a speaker standing at a podium holding a book, maybe wearing a robe feet to the left, book to the left facing the left i wouldn't say he's wearing a hat",3,biffed,-16.7926864027977
"ohh man i biffed the last one okay, this guy totally looks like a speaker standing at a podium holding a book, maybe wearing a robe feet to the left, book to the left facing the left i wouldn't say he's wearing a hat",4,the,-2.6637020111083984
"ohh man i biffed the last one okay, this guy totally looks like a speaker standing at a podium holding a book, maybe wearing a robe feet to the left, book to the left facing the left i wouldn't say he's wearing a hat",5,last,-2.964494228363037
"ohh man i biffed the last one okay, this guy totally looks like a speaker standing at a podium holding a book, maybe wearing a robe feet to the left, book to the left facing the left i wouldn't say he's wearing a hat",6,one,-1.5657894611358643
"ohh man i biffed the last one okay, this guy totally looks like a speaker standing at a podium holding a book, maybe wearing a robe feet to the left, book to the left facing the left i wouldn't say he's wearing a hat",7,"okay,",-12.222173929214478
"ohh man i biffed the last one okay, this guy totally looks like a speaker standing at a podium holding a book, maybe wearing a robe feet to the left, book to the left facing the left i wouldn't say he's wearing a hat",8,this,-3.8106250762939453
"ohh man i biffed the last one okay, this guy totally looks like a speaker standing at a podium holding a book, maybe wearing a robe feet to the left, book to the left facing the left i wouldn't say he's wearing a hat",9,guy,-5.397369384765625
"ohh man i biffed the last one okay, this guy totally looks like a speaker standing at a podium holding a book, maybe wearing a robe feet to the left, book to the left facing the left i wouldn't say he's wearing a hat",10,totally,-6.650485038757324
"ohh man i biffed the last one okay, this guy totally looks like a speaker standing at a podium holding a book, maybe wearing a robe feet to the left, book to the left facing the left i wouldn't say he's wearing a hat",11,looks,-2.563871145248413
"ohh man i biffed the last one okay, this guy totally looks like a speaker standing at a podium holding a book, maybe wearing a robe feet to the left, book to the left facing the left i wouldn't say he's wearing a hat",12,like,-0.15050119161605835
"ohh man i biffed the last one okay, this guy totally looks like a speaker standing at a podium holding a book, maybe wearing a robe feet to the left, book to the left facing the left i wouldn't say he's wearing a hat",13,a,-1.7129602432250977
"ohh man i biffed the last one okay, this guy totally looks like a speaker standing at a podium holding a book, maybe wearing a robe feet to the left, book to the left facing the left i wouldn't say he's wearing a hat",14,speaker,-10.575240135192871
"ohh man i biffed the last one okay, this guy totally looks like a speaker standing at a podium holding a book, maybe wearing a robe feet to the left, book to the left facing the left i wouldn't say he's wearing a hat",15,standing,-7.607488632202148
"ohh man i biffed the last one okay, this guy totally looks like a speaker standing at a podium holding a book, maybe wearing a robe feet to the left, book to the left facing the left i wouldn't say he's wearing a hat",16,at,-3.5761983394622803
"ohh man i biffed the last one okay, this guy totally looks like a speaker standing at a podium holding a book, maybe wearing a robe feet to the left, book to the left facing the left i wouldn't say he's wearing a hat",17,a,-0.9981077909469604
"ohh man i biffed the last one okay, this guy totally looks like a speaker standing at a podium holding a book, maybe wearing a robe feet to the left, book to the left facing the left i wouldn't say he's wearing a hat",18,podium,-0.5476783514022827
"ohh man i biffed the last one okay, this guy totally looks like a speaker standing at a podium holding a book, maybe wearing a robe feet to the left, book to the left facing the left i wouldn't say he's wearing a hat",19,holding,-5.9006428718566895
"ohh man i biffed the last one okay, this guy totally looks like a speaker standing at a podium holding a book, maybe wearing a robe feet to the left, book to the left facing the left i wouldn't say he's wearing a hat",20,a,-0.5736095905303955
"ohh man i biffed the last one okay, this guy totally looks like a speaker standing at a podium holding a book, maybe wearing a robe feet to the left, book to the left facing the left i wouldn't say he's wearing a hat",21,"book,",-6.596517324447632
"ohh man i biffed the last one okay, this guy totally looks like a speaker standing at a podium holding a book, maybe wearing a robe feet to the left, book to the left facing the left i wouldn't say he's wearing a hat",22,maybe,-4.1369757652282715
"ohh man i biffed the last one okay, this guy totally looks like a speaker standing at a podium holding a book, maybe wearing a robe feet to the left, book to the left facing the left i wouldn't say he's wearing a hat",23,wearing,-7.528707981109619
"ohh man i biffed the last one okay, this guy totally looks like a speaker standing at a podium holding a book, maybe wearing a robe feet to the left, book to the left facing the left i wouldn't say he's wearing a hat",24,a,-0.4151742160320282
"ohh man i biffed the last one okay, this guy totally looks like a speaker standing at a podium holding a book, maybe wearing a robe feet to the left, book to the left facing the left i wouldn't say he's wearing a hat",25,robe,-2.847839117050171
"ohh man i biffed the last one okay, this guy totally looks like a speaker standing at a podium holding a book, maybe wearing a robe feet to the left, book to the left facing the left i wouldn't say he's wearing a hat",26,feet,-14.769943237304688
"ohh man i biffed the last one okay, this guy totally looks like a speaker standing at a podium holding a book, maybe wearing a robe feet to the left, book to the left facing the left i wouldn't say he's wearing a hat",27,to,-4.667117595672607
"ohh man i biffed the last one okay, this guy totally looks like a speaker standing at a podium holding a book, maybe wearing a robe feet to the left, book to the left facing the left i wouldn't say he's wearing a hat",28,the,-0.7856756448745728
"ohh man i biffed the last one okay, this guy totally looks like a speaker standing at a podium holding a book, maybe wearing a robe feet to the left, book to the left facing the left i wouldn't say he's wearing a hat",29,"left,",-3.0924181938171387
"ohh man i biffed the last one okay, this guy totally looks like a speaker standing at a podium holding a book, maybe wearing a robe feet to the left, book to the left facing the left i wouldn't say he's wearing a hat",30,book,-4.907351493835449
"ohh man i biffed the last one okay, this guy totally looks like a speaker standing at a podium holding a book, maybe wearing a robe feet to the left, book to the left facing the left i wouldn't say he's wearing a hat",31,to,-1.2361952066421509
"ohh man i biffed the last one okay, this guy totally looks like a speaker standing at a podium holding a book, maybe wearing a robe feet to the left, book to the left facing the left i wouldn't say he's wearing a hat",32,the,-0.05717107653617859
"ohh man i biffed the last one okay, this guy totally looks like a speaker standing at a podium holding a book, maybe wearing a robe feet to the left, book to the left facing the left i wouldn't say he's wearing a hat",33,left,-3.692505359649658
"ohh man i biffed the last one okay, this guy totally looks like a speaker standing at a podium holding a book, maybe wearing a robe feet to the left, book to the left facing the left i wouldn't say he's wearing a hat",34,facing,-6.198180675506592
"ohh man i biffed the last one okay, this guy totally looks like a speaker standing at a podium holding a book, maybe wearing a robe feet to the left, book to the left facing the left i wouldn't say he's wearing a hat",35,the,-1.7574442625045776
"ohh man i biffed the last one okay, this guy totally looks like a speaker standing at a podium holding a book, maybe wearing a robe feet to the left, book to the left facing the left i wouldn't say he's wearing a hat",36,left,-3.2739064693450928
"ohh man i biffed the last one okay, this guy totally looks like a speaker standing at a podium holding a book, maybe wearing a robe feet to the left, book to the left facing the left i wouldn't say he's wearing a hat",37,i,-5.796964168548584
"ohh man i biffed the last one okay, this guy totally looks like a speaker standing at a podium holding a book, maybe wearing a robe feet to the left, book to the left facing the left i wouldn't say he's wearing a hat",38,wouldn't,-7.716698989272118
"ohh man i biffed the last one okay, this guy totally looks like a speaker standing at a podium holding a book, maybe wearing a robe feet to the left, book to the left facing the left i wouldn't say he's wearing a hat",39,say,-2.281726598739624
"ohh man i biffed the last one okay, this guy totally looks like a speaker standing at a podium holding a book, maybe wearing a robe feet to the left, book to the left facing the left i wouldn't say he's wearing a hat",40,he's,-3.053533613681793
"ohh man i biffed the last one okay, this guy totally looks like a speaker standing at a podium holding a book, maybe wearing a robe feet to the left, book to the left facing the left i wouldn't say he's wearing a hat",41,wearing,-3.1819632053375244
"ohh man i biffed the last one okay, this guy totally looks like a speaker standing at a podium holding a book, maybe wearing a robe feet to the left, book to the left facing the left i wouldn't say he's wearing a hat",42,a,-0.4439999461174011
"ohh man i biffed the last one okay, this guy totally looks like a speaker standing at a podium holding a book, maybe wearing a robe feet to the left, book to the left facing the left i wouldn't say he's wearing a hat",43,hat,-2.750556230545044
"alright, this guy looks similar to the last, except he's facing the right, and kneeling also with a book in hand bent legs, knees to the right, normal head yeah definitely, book looks more triangular back is flat mostly, upright",0,"alright,",-16.289909839630127
"alright, this guy looks similar to the last, except he's facing the right, and kneeling also with a book in hand bent legs, knees to the right, normal head yeah definitely, book looks more triangular back is flat mostly, upright",1,this,-3.180025815963745
"alright, this guy looks similar to the last, except he's facing the right, and kneeling also with a book in hand bent legs, knees to the right, normal head yeah definitely, book looks more triangular back is flat mostly, upright",2,guy,-6.143745422363281
"alright, this guy looks similar to the last, except he's facing the right, and kneeling also with a book in hand bent legs, knees to the right, normal head yeah definitely, book looks more triangular back is flat mostly, upright",3,looks,-4.543440818786621
"alright, this guy looks similar to the last, except he's facing the right, and kneeling also with a book in hand bent legs, knees to the right, normal head yeah definitely, book looks more triangular back is flat mostly, upright",4,similar,-6.24541711807251
"alright, this guy looks similar to the last, except he's facing the right, and kneeling also with a book in hand bent legs, knees to the right, normal head yeah definitely, book looks more triangular back is flat mostly, upright",5,to,-0.29030829668045044
"alright, this guy looks similar to the last, except he's facing the right, and kneeling also with a book in hand bent legs, knees to the right, normal head yeah definitely, book looks more triangular back is flat mostly, upright",6,the,-1.3538990020751953
"alright, this guy looks similar to the last, except he's facing the right, and kneeling also with a book in hand bent legs, knees to the right, normal head yeah definitely, book looks more triangular back is flat mostly, upright",7,"last,",-8.263294696807861
"alright, this guy looks similar to the last, except he's facing the right, and kneeling also with a book in hand bent legs, knees to the right, normal head yeah definitely, book looks more triangular back is flat mostly, upright",8,except,-3.7394514083862305
"alright, this guy looks similar to the last, except he's facing the right, and kneeling also with a book in hand bent legs, knees to the right, normal head yeah definitely, book looks more triangular back is flat mostly, upright",9,he's,-2.757790684700012
"alright, this guy looks similar to the last, except he's facing the right, and kneeling also with a book in hand bent legs, knees to the right, normal head yeah definitely, book looks more triangular back is flat mostly, upright",10,facing,-6.58998966217041
"alright, this guy looks similar to the last, except he's facing the right, and kneeling also with a book in hand bent legs, knees to the right, normal head yeah definitely, book looks more triangular back is flat mostly, upright",11,the,-0.7921379804611206
"alright, this guy looks similar to the last, except he's facing the right, and kneeling also with a book in hand bent legs, knees to the right, normal head yeah definitely, book looks more triangular back is flat mostly, upright",12,"right,",-9.29481053352356
"alright, this guy looks similar to the last, except he's facing the right, and kneeling also with a book in hand bent legs, knees to the right, normal head yeah definitely, book looks more triangular back is flat mostly, upright",13,and,-0.9761233925819397
"alright, this guy looks similar to the last, except he's facing the right, and kneeling also with a book in hand bent legs, knees to the right, normal head yeah definitely, book looks more triangular back is flat mostly, upright",14,kneeling,-10.025979995727539
"alright, this guy looks similar to the last, except he's facing the right, and kneeling also with a book in hand bent legs, knees to the right, normal head yeah definitely, book looks more triangular back is flat mostly, upright",15,also,-7.963428020477295
"alright, this guy looks similar to the last, except he's facing the right, and kneeling also with a book in hand bent legs, knees to the right, normal head yeah definitely, book looks more triangular back is flat mostly, upright",16,with,-4.8782572746276855
"alright, this guy looks similar to the last, except he's facing the right, and kneeling also with a book in hand bent legs, knees to the right, normal head yeah definitely, book looks more triangular back is flat mostly, upright",17,a,-1.4756190776824951
"alright, this guy looks similar to the last, except he's facing the right, and kneeling also with a book in hand bent legs, knees to the right, normal head yeah definitely, book looks more triangular back is flat mostly, upright",18,book,-5.240921974182129
"alright, this guy looks similar to the last, except he's facing the right, and kneeling also with a book in hand bent legs, knees to the right, normal head yeah definitely, book looks more triangular back is flat mostly, upright",19,in,-1.200225830078125
